"","C001H","C002H","C003H","C004H","C005H","C006H","C007H","C008H","C009H"
"LOC110261676",23,15,18,5,0,5,34,5,10
"ZNF389",35,0,30,0,0,47,15,32,53
"LOC100520389",61,21,37,65,16,18,37,21,120
"LOC100739480",32,15,19,0,0,10,22,0,14
"TRNAS-GCU_6",0,0,0,0,0,0,0,0,0
"ZSCAN9",14,4,9,3,0,0,6,0,17
"ZKSCAN4",27,26,12,0,0,37,0,8,45
"NKAPL",4,5,0,13,14,7,6,5,8
"ZSCAN26",46,82,114,93,62,107,99,23,39
"PGBD1",31,51,21,25,0,38,34,53,48
"ZSCAN31",58,69,44,24,97,18,54,57,44
"ZSCAN12",46,57,42,11,51,5,35,78,78
"ZSCAN23",6,8,2,0,0,0,5,0,0
"LOC100522686",0,0,0,0,0,0,0,0,0
"TRNAT-UGU_1",0,0,0,0,0,0,0,0,0
"TRNAL-AAG_2",0,0,0,0,0,0,0,0,0
"TRNAM-CAU_17",0,0,0,0,0,0,0,0,0
"TRNAT-CGU_1",0,0,0,0,0,0,0,0,0
"LOC110261679",0,0,0,0,0,0,0,0,0
"GPX6",0,0,0,0,0,0,0,0,0
"GPX5",0,0,0,0,0,0,0,0,0
"TRNAI-UAU_4",0,0,0,0,0,0,0,0,0
"TRNAR-UCG_3",0,0,0,0,0,0,0,0,0
"TRNAT-UGU_2",0,0,0,0,0,0,0,0,0
"ZBED9",0,9,13,0,0,24,3,3,0
"TRNAQ-UUG_3",0,0,0,0,0,0,0,0,0
"TRNAS-GCU_7",0,0,0,0,0,0,0,0,0
"TRNAA-AGC_8",0,0,0,0,0,0,0,0,0
"TRNAA-AGC_9",0,0,0,0,0,0,0,0,0
"TRNAT-CGU_2",0,0,0,0,0,0,0,0,0
"TRNAA-UGC_2",0,0,0,0,0,0,0,0,0
"TRNAA-UGC_3",0,0,0,0,0,0,0,0,0
"LOC110261736",0,0,0,0,0,0,0,0,0
"LOC110261737",0,0,0,0,0,0,0,0,0
"LOC110261738",0,0,0,0,0,0,0,0,0
"LOC106504234",21513,3839,5809,414,3997,4250,17399,2958,1773
"UBD",9779,1417,2367,194,2024,1287,7602,2445,1330
"OLF42-3",0,0,0,0,0,0,2,0,0
"OLF42-1",0,0,0,0,0,0,0,0,0
"GABBR1",906,726,631,756,675,315,559,896,1054
"MOG",0,0,8,9,0,0,6,10,0
"ZFP57",5,0,7,0,0,0,0,0,0
"ZNRD1",209,129,159,82,167,97,157,242,280
"PPP1R11",784,647,1072,702,910,447,1112,1332,1554
"RNF39",37,2,15,0,74,0,81,60,45
"TRIM31",307,29,186,0,1161,71,996,330,434
"TRIM40",2394,1024,2512,988,4471,1186,4618,3382,4726
"TRIM10",68,41,48,0,49,35,84,89,126
"TRIM15",1235,797,1319,607,1711,547,1944,1387,2342
"LOC110261490",21,28,37,18,47,40,49,39,80
"TRIM26",1285,352,351,869,533,331,1187,1345,1257
"LOC100154127",2,5,0,0,0,0,20,0,0
"SLA-1",29041,6532,11052,31845,17473,8502,39270,41675,27196
"SLA-5",368,152,183,10,35,58,570,69,31
"LOC100515902",3337,1245,1985,173,681,1272,4403,2181,1613
"LOC100513601",20708,37160,53429,10728,9472,6771,27226,76798,49668
"SLA-2",45286,70519,109202,73242,56543,30485,67753,218008,140831
"LOC110261491",385,331,372,347,79,161,217,328,223
"SLA-3",19730,22034,46150,35166,19162,24360,28197,39192,26982
"TRIM39",564,596,730,585,219,155,447,961,542
"RPP21",241,155,195,141,144,206,180,177,394
"GNL1",153,186,174,83,164,77,204,499,326
"PRR3",107,96,128,44,111,39,137,126,221
"ABCF1",426,444,389,381,600,237,458,568,1163
"PPP1R10",640,481,295,379,278,158,473,1098,1182
"MRPS18B",855,1156,850,335,481,614,693,780,1193
"ATAT1",133,137,126,272,54,96,110,321,330
"C7H6orf136",282,307,231,167,154,65,174,264,340
"DHX16",231,119,129,153,75,47,145,120,263
"PPP1R18",285,226,559,76,270,140,295,267,381
"NRM",62,59,56,31,63,21,28,124,95
"MDC1",205,194,248,112,198,106,186,207,418
"TUBB",3701,3047,3196,1836,3052,2423,3566,4461,5952
"FLOT1",1159,1063,898,592,652,655,1096,1504,1760
"IER3",55,131,92,31,300,21,178,165,314
"LOC102164321",0,0,0,0,0,0,0,17,0
"DDR1",1113,969,724,484,780,264,869,1674,1968
"GTF2H4",105,40,94,62,63,91,65,144,124
"VARS2",201,99,174,58,78,55,183,105,386
"SFTA2",0,0,0,0,0,0,0,14,0
"DPCR1",0,0,0,0,0,0,0,0,0
"MUC21",0,0,0,0,0,0,0,0,0
"LOC100520572",0,16,0,0,0,0,0,0,0
"LOC110261739",0,0,0,0,0,0,0,0,0
"C7H6orf15",0,0,0,0,0,0,0,0,0
"LOC110261492",0,0,2,0,0,15,0,0,3
"CDSN",0,0,0,0,0,0,0,0,0
"PSORS1C2",13,6,33,7,0,0,8,9,15
"CCHCR1",112,159,286,209,77,118,159,263,262
"TCF19",34,119,174,86,90,93,174,129,290
"POU5F1",0,0,0,0,0,0,0,0,0
"LOC102165507",35,55,63,74,9,15,41,62,44
"LOC100153163",246,165,252,263,148,254,294,220,464
"SLA-8",2347,1340,2232,925,1142,933,2663,2483,2122
"SLA-7",605,481,684,582,276,461,677,784,776
"SLA-6",2194,1290,994,1270,1568,758,1346,3896,2614
"MCCD1",5,6,18,0,50,7,11,27,112
"DDX39B",4007,3234,2745,2163,2379,2656,3006,3448,5220
"LOC102161099",27,27,31,138,16,15,15,29,35
"ATP6V1G2",14,1,2,0,0,10,4,6,0
"NFKBIL1",157,206,286,101,56,78,176,496,317
"LTA",11,0,28,0,0,0,11,26,0
"TNF",50,26,45,32,62,36,218,84,92
"LTB",38,80,295,49,138,37,84,83,40
"LST1",10,30,55,12,0,80,16,24,59
"AIF1",1037,927,1276,658,1208,1484,847,1228,1720
"NCR3",0,1,29,25,0,36,6,37,14
"PRRC2A",1190,1076,1262,763,947,558,1213,1707,2010
"BAG6",843,833,1169,817,576,471,944,1864,1897
"APOM",8,16,21,0,0,6,20,17,0
"C7H6orf47",507,281,267,219,194,284,324,792,748
"GPANK1",612,1020,1183,736,606,563,766,1503,1227
"CSNK2B",1767,1789,1389,1869,1464,1485,1777,2789,2891
"LOC106504367",28,17,19,36,18,75,25,52,20
"LY6G5C",0,0,0,0,0,34,1,0,4
"ABHD16A",1444,1220,1007,1346,391,647,703,2199,2346
"LY6G6F",0,1,0,0,0,0,0,0,0
"LOC110261493",17,24,0,143,0,36,8,94,0
"LY6G6D",0,0,0,0,0,0,0,0,7
"LY6G6C",16,0,8,58,0,34,7,76,9
"MPIG6B",0,0,0,0,0,0,0,0,0
"DDAH2",348,394,264,446,240,374,304,524,660
"CLIC1_1",9632,8961,5512,8365,6953,8270,8161,15217,18942
"MSH5",32,12,26,8,0,17,32,20,9
"VWA7",360,234,159,234,365,153,246,327,349
"VARS",231,170,299,114,350,95,309,466,538
"LSM2",716,1052,1581,1333,1198,463,1047,1222,1402
"HSPA1L",5,8,27,0,0,10,5,11,25
"HSP70.2",465,410,348,372,635,279,1638,725,1753
"LOC100624113",7029,7509,4561,5779,7926,5980,5563,9925,7049
"NEU1",1390,813,1209,1143,789,703,1036,1911,1062
"SLC44A4",14622,14752,23237,20842,12129,7936,24441,40757,36807
"EHMT2",684,309,374,241,301,144,597,931,851
"ZBTB12",37,11,13,0,0,0,30,26,19
"C2",387,377,501,97,331,233,470,327,461
"CFB",629,804,1785,479,890,981,1634,851,1437
"NELFE",1255,1172,1077,1213,953,1141,1090,1875,2012
"SKIV2L",2024,1598,956,1214,1009,802,1332,2452,2213
"DXO",100,168,139,146,0,70,126,136,149
"STK19",299,369,327,294,179,83,171,383,537
"C4A",789,1455,1981,933,1455,1054,1852,1789,1892
"CYP21A2",0,0,0,0,0,0,0,0,0
"TNXB",312,280,339,758,278,458,388,793,1044
"ATF6B",390,258,349,267,376,170,243,422,631
"FKBPL",101,139,81,45,82,142,69,165,246
"PRRT1",29,8,49,25,13,45,17,31,57
"PPT2",203,250,253,256,120,65,103,182,326
"EGFL8",175,208,401,150,173,171,211,203,216
"AGPAT1",151,79,170,64,80,84,72,189,307
"RNF5",640,645,638,476,500,370,610,1169,1545
"AGER",19,18,11,8,0,7,15,23,85
"PBX2",538,799,668,906,491,324,485,2062,1787
"GPSM3",69,92,274,92,106,104,136,142,222
"NOTCH4",17,68,67,10,21,59,22,34,49
"LOC102157581",0,0,0,0,0,0,0,0,0
"LOC100512174",0,27,0,0,0,29,2,43,0
"LOC110261497",0,0,0,0,0,0,0,0,0
"LOC100155579",14,7,11,8,0,24,4,0,0
"C7H6orf10",0,0,0,0,0,0,0,0,0
"LOC106507398",33,62,93,11,34,12,41,38,17
"LOC106504370",84,44,97,0,111,57,98,51,68
"LOC106504368",254,278,178,30,128,296,88,210,179
"LOC102158214",0,32,22,33,0,63,0,33,126
"LOC100513868",0,0,2,0,0,17,0,0,0
"LOC100513291",7,0,10,0,26,11,0,0,0
"BTNL2",62,4,6,12,121,114,38,125,131
"SLA-DRA",3036,3928,6279,2116,4017,3125,3580,6307,8933
"LOC110261499",0,0,0,0,0,0,0,0,0
"LOC110261498",43,7,56,17,10,20,8,5,0
"LOC100153139",12,0,21,13,0,0,35,10,31
"SLA-DRB1",1238,1414,1057,429,389,512,1630,2518,3811
"SLA-DQA1",2331,2610,4260,1359,2666,2177,2916,4982,7306
"SLA-DQB1",3579,6314,7251,1986,6623,3246,4485,14125,20348
"LOC100155975",133,94,93,82,28,72,88,175,309
"LOC100513097",0,10,0,0,0,0,0,0,0
"LOC106504372",4,0,0,0,38,1,7,4,3
"SLA-DOB",159,211,179,74,60,135,166,145,157
"TAP2",2933,2060,2642,2567,1462,1220,3163,5533,6325
"PSMB8",5509,3553,8828,3655,4199,4265,6484,5283,6510
"TAP1",7826,5849,8470,6498,3615,4553,8615,14246,10659
"PSMB9",7243,4112,4411,2996,3262,3926,9641,8317,7635
"LOC110261500",59,30,17,20,0,14,12,10,29
"BRD2",2030,1703,2149,1298,946,1073,1881,3293,2810
"SLA-DMB",578,598,879,362,708,598,538,737,1420
"SLA-DMA",230,339,615,232,404,227,365,536,733
"SLA-DOA",84,56,187,41,35,30,68,87,256
"LOC106504375",0,0,0,0,0,0,0,0,15
"COL11A2",5,28,11,27,14,18,8,14,11
"RXRB",487,546,1001,602,471,292,538,738,570
"SLC39A7",1458,1165,1208,1304,1048,492,1452,2653,2518
"HSD17B8",495,457,729,843,653,675,410,802,1191
"MIR219A",0,0,1,0,0,0,6,0,0
"RING1",976,510,499,420,366,484,646,971,908
"LOC106504373",0,0,16,17,0,0,3,7,0
"BMP5",53,150,158,66,66,98,83,72,114
"LOC110261501",0,0,0,0,0,0,0,0,0
"HMGCLL1",4,16,47,21,0,70,11,30,148
"GFRAL",0,9,5,0,0,0,0,0,0
"HCRTR2",0,16,8,36,0,42,3,5,19
"FAM83B",386,334,197,550,403,463,611,605,767
"TINAG",50,21,14,29,25,49,12,50,43
"LOC110261502",0,0,14,0,0,0,2,0,0
"MLIP",0,1,7,0,0,63,5,11,0
"LRRC1",2347,2340,2858,3125,1468,1494,1870,4453,3653
"KLHL31",0,14,17,0,0,36,0,0,4
"LOC102166539",1117,526,935,255,180,137,498,1194,725
"GCLC",2585,1510,1778,1385,1216,1095,1985,4224,2154
"LOC110261503",0,6,3,0,3,29,9,0,0
"LOC110261504",0,0,4,0,0,23,2,0,0
"KHDRBS2",0,0,2,0,0,0,2,0,0
"PRIM2",119,92,89,9,139,90,70,94,142
"RAB23",328,342,301,276,255,450,254,312,425
"BAG2",144,170,111,150,128,105,88,52,213
"ZNF451",139,124,152,70,28,138,108,167,118
"LOC100522935",4,18,16,6,16,9,8,26,22
"BEND6",54,41,49,41,58,75,31,33,91
"DST",5492,3019,2357,3786,1629,1869,3003,5192,3646
"COL21A1",45,51,79,70,0,87,45,115,63
"VPS52",414,608,568,832,386,337,538,678,1433
"RPS18",12414,16039,15291,12039,12801,16400,12735,14404,18531
"B3GALT4",533,444,446,677,142,193,385,1547,1140
"WDR46",479,299,332,210,237,157,298,650,700
"PFDN6",994,676,708,402,1020,466,694,932,1228
"RGL2",570,347,718,581,435,273,393,511,756
"TAPBP",4069,2757,4945,4097,1803,1811,4128,5977,7189
"ZBTB22",107,177,194,186,139,18,169,149,246
"DAXX",993,663,540,1142,340,481,729,1356,1497
"KIFC1",153,208,199,58,47,55,174,125,182
"PHF1",250,368,245,261,269,89,251,322,427
"CUTA",609,675,755,1031,376,527,579,1025,916
"SYNGAP1",44,2,9,9,0,0,22,23,31
"ZBTB9",83,134,166,117,157,146,112,172,345
"LOC102162214",19,15,35,0,0,84,18,27,13
"BAK1",843,756,1940,806,834,298,1127,1437,2587
"LOC100156231",21,55,76,32,40,12,84,70,75
"ITPR3",2353,1203,1574,3202,1504,1193,2491,4234,5796
"C7H6orf125",3383,4186,5001,3573,3791,4822,4101,4369,6671
"IP6K3",0,0,12,0,0,40,0,14,0
"LEMD2",504,952,895,943,353,288,653,1509,1752
"MLN",15,7,0,6,12,0,54,56,21
"LOC110261705",0,0,0,0,0,0,0,16,0
"LOC106504386",0,0,0,0,0,0,0,0,0
"GRM4",0,0,0,0,0,30,0,17,10
"HMGA1",3234,917,852,2299,1076,891,1646,2420,5811
"LOC100156657",107,76,91,38,109,61,77,114,122
"NUDT3",398,450,622,444,288,444,413,554,635
"RPS10",11721,15560,21406,14631,12792,20753,14619,16481,20471
"LOC110261506",0,0,3,0,0,6,0,0,0
"PACSIN1",17,25,5,14,0,0,0,10,11
"SPDEF",420,698,770,745,744,266,575,804,1636
"C7H6orf106",4850,3059,3547,3773,2662,1925,4060,8238,8550
"LOC100517224",4,25,18,7,8,8,3,10,16
"LOC106507687",0,0,0,0,0,0,1,0,0
"SNRPC",3065,3981,3140,2359,2634,3253,2839,4205,5268
"UHRF1BP1",187,69,92,32,106,127,113,184,268
"TAF11",1376,1651,1498,1094,1890,1792,1193,2310,2802
"ANKS1A",640,664,565,707,456,262,789,1022,1432
"TCP11",317,308,225,508,139,388,266,513,514
"SCUBE3",24,17,17,0,0,36,12,21,11
"ZNF76",223,135,186,154,137,137,218,303,381
"DEF6",109,237,151,146,97,82,117,380,149
"PPARD",1774,1895,2067,1999,1299,1183,2260,4816,5157
"LOC110261706",0,0,0,0,0,0,1,0,0
"RPL10A",54665,87129,79140,63777,49790,103960,47105,68233,89609
"TEAD3",353,204,188,225,254,93,338,711,552
"TULP1",11,0,0,0,0,0,0,18,5
"LOC110261508",0,0,1,0,0,0,0,0,0
"FKBP5",432,328,228,228,114,146,317,330,370
"LOC110261510",0,4,0,0,17,0,0,0,0
"LOC100521322",12,27,12,0,0,32,5,5,12
"ARMC12",1,0,0,0,0,0,2,0,0
"CLPSL2",0,6,11,0,0,8,0,10,0
"CLPSL1",0,12,2,0,0,45,2,0,0
"CLPS",10,0,3,0,0,0,0,25,0
"LHFPL5",4,0,3,0,0,0,6,0,7
"SRPK1",913,752,644,461,728,639,837,961,1351
"SLC26A8",0,0,11,0,0,8,2,16,8
"MAPK14",1135,971,893,638,838,583,986,1406,2253
"MAPK13",874,960,890,700,798,536,964,1588,2252
"LOC110261511",4,5,7,0,0,0,8,1,36
"LOC110261741",0,2,0,0,0,0,9,0,0
"BRPF3",148,334,663,389,262,152,466,378,401
"PNPLA1",11,21,27,24,26,30,1,35,12
"C7H6orf222",2725,1255,2066,1681,2364,496,2927,4339,3487
"LOC106504394",31,34,37,4,0,28,22,101,39
"ETV7",634,255,457,949,283,381,496,647,557
"LOC106504396",114,201,97,137,65,37,94,175,149
"PXT1",5,8,42,0,0,0,11,15,31
"KCTD20",568,549,514,277,622,310,577,948,1100
"STK38",422,343,253,174,316,242,307,360,585
"SRSF3",2084,1193,1012,546,1330,635,1570,1849,2201
"LOC102161912",40,52,81,49,86,56,75,86,128
"CDKN1A",4345,2647,3709,4212,1868,2599,5547,8545,7738
"RAB44",15,10,7,15,0,0,12,47,0
"CPNE5",0,4,0,7,0,0,8,0,10
"PPIL1",582,659,618,319,463,486,515,556,1112
"C7H6orf89",624,604,736,687,411,323,578,1071,1463
"PI16",148,182,177,419,146,412,93,291,403
"MTCH1",2610,2310,2447,3428,2125,1949,2688,5937,6084
"LOC110261512",16,0,5,0,0,11,10,0,0
"FGD2",302,230,290,289,399,217,489,629,895
"LOC102163428",514,286,330,338,199,177,263,769,518
"PIM1",2555,2013,1619,2464,1705,939,3782,5283,3917
"TMEM217",0,0,3,0,0,9,0,0,0
"TBC1D22B",238,208,147,125,169,144,207,340,563
"RNF8",120,107,160,76,48,87,131,218,307
"CMTR1",420,200,359,691,231,98,299,434,462
"CCDC167",551,856,882,875,761,524,772,758,1378
"LOC102165560",0,0,0,0,0,0,0,0,0
"MDGA1",0,0,6,0,0,0,6,0,18
"LOC110261513",0,0,0,0,0,0,0,0,0
"ZFAND3",471,413,448,391,346,252,592,885,945
"BTBD9",173,123,225,194,151,83,180,311,239
"LOC110261680",175,102,112,66,38,67,115,84,89
"GLO1",6425,4385,8368,7277,5890,7164,5320,8567,11323
"DNAH8",33,18,80,0,0,18,22,8,46
"LOC110261514",0,0,1,16,0,5,0,0,0
"GLP1R",0,0,2,0,0,8,5,11,0
"SAYSD1",57,93,9,17,25,32,57,86,134
"LOC102157750",22,29,22,50,22,0,15,59,91
"KCNK5",2869,2046,1467,2391,2220,961,5693,5274,3934
"LOC106507368",12,0,10,0,0,31,8,21,0
"KCNK17",0,0,0,0,0,0,10,0,6
"KCNK16",7,1,0,0,0,0,0,0,0
"KIF6",0,0,0,24,0,0,2,7,16
"DAAM2",184,406,119,216,213,57,180,347,264
"LOC106504404",0,0,0,0,0,0,0,17,0
"LOC110261517",0,0,0,0,0,0,0,0,0
"LOC110261516",4,6,5,12,0,0,2,1,13
"MOCS1",1058,958,659,1686,426,550,1054,3203,2390
"LOC106504403",0,0,4,0,0,0,0,7,0
"LOC110261519",0,0,0,0,0,0,0,0,0
"LOC110261520",0,0,0,0,0,0,0,0,0
"LOC110261521",0,0,0,0,0,0,0,0,0
"LOC110261523",0,0,0,0,0,17,0,0,0
"LOC102168168",0,0,0,0,0,0,0,0,0
"LOC102157464",0,0,0,0,0,0,0,0,0
"LRFN2",4,20,15,0,0,38,12,12,0
"LOC110261524",33,177,48,24,0,54,116,225,69
"LOC106504407",0,0,0,0,0,8,0,0,0
"UNC5CL",735,745,1790,395,747,422,2091,958,1442
"TSPO2",0,0,0,0,0,16,0,20,0
"APOBEC2",0,8,0,0,0,0,0,0,0
"OARD1",59,97,46,13,57,44,71,97,101
"NFYA",862,992,1145,623,945,964,1155,1177,1599
"LOC100737927",12,13,10,0,0,0,2,14,0
"TREML1",0,0,10,0,0,0,0,0,0
"TREM2",0,0,0,0,0,0,1,0,0
"TREML2",30,8,22,0,0,0,63,28,38
"LOC110261526",0,0,2,0,0,0,0,0,0
"TREM1",17,6,7,0,45,0,114,25,10
"NCR2",0,0,29,0,0,7,19,0,33
"LOC106504408",0,12,3,0,17,11,0,0,0
"FOXP4",575,383,489,273,442,315,440,822,1096
"MDFI",15,23,43,50,45,94,33,36,32
"TFEB",250,471,582,316,325,159,491,713,717
"PGC",0,5,4,11,0,26,4,0,0
"FRS3",0,12,4,0,0,28,10,11,41
"PRICKLE4",491,509,545,235,457,354,496,492,734
"TOMM6",0,0,0,0,0,0,0,0,0
"USP49",42,17,40,16,16,14,28,17,20
"MED20",41,39,72,29,26,14,66,24,111
"BYSL",285,211,361,165,221,241,319,179,344
"CCND3",1394,1347,3560,3641,1874,617,1943,1502,3981
"TAF8",55,107,83,139,231,37,102,195,253
"C7H6orf132",705,157,273,544,182,270,350,271,829
"GUCA1A",94,34,58,100,0,61,56,113,74
"GUCA1B",13,3,13,16,0,14,8,11,30
"MRPS10",1643,1818,1432,1075,1657,1626,1404,1640,2756
"TRERF1",29,56,99,0,0,90,12,34,68
"UBR2",602,676,514,611,485,320,664,693,906
"PRPH2",0,0,27,52,52,0,8,0,0
"TBCC",404,471,589,400,190,151,373,1000,649
"BICRAL",144,209,244,153,155,86,142,204,199
"RPL7L1",1016,909,746,379,901,1124,704,940,1681
"C7H6orf226",892,1425,890,709,948,727,756,1530,1146
"TRNAN-AUU",0,0,0,0,0,0,0,0,0
"PTCRA",25,2,12,56,1,19,8,0,24
"CNPY3",231,370,412,268,221,174,250,293,645
"GNMT",14,4,18,0,32,0,6,30,25
"PEX6",380,353,221,302,239,117,178,401,654
"PPP2R5D",903,548,571,587,390,281,697,1990,1362
"MEA1",5023,5375,5253,3926,4309,4292,7567,12949,9101
"KLHDC3",322,382,426,283,268,138,233,479,750
"RRP36",1256,1548,1539,966,1513,1183,1180,2020,2358
"CUL7",48,57,117,69,11,81,55,9,94
"LOC110261528",0,0,0,0,17,0,0,0,14
"MRPL2",776,938,1076,579,972,807,716,849,1283
"KLC4",1669,989,902,922,573,684,1042,2917,1457
"PTK7",304,392,383,300,351,212,265,392,660
"SRF",300,351,361,248,224,163,327,371,916
"CUL9",210,341,250,104,236,61,118,285,264
"DNPH1",230,255,183,129,63,227,168,232,232
"TTBK1",5,8,4,0,0,17,0,0,0
"LOC110261529",0,0,0,0,0,0,0,0,0
"SLC22A7",0,0,8,6,0,6,4,14,20
"CRIP3",0,0,6,0,0,0,0,0,0
"ZNF318",62,93,129,67,68,85,83,81,99
"ABCC10",525,323,304,230,170,58,256,528,512
"DLK2",0,0,4,0,0,0,0,0,0
"TJAP1",70,69,54,21,34,13,39,37,56
"LRRC73",29,63,93,36,49,95,49,120,136
"YIPF3",508,717,756,971,398,332,793,1195,1354
"POLR1C",193,135,132,82,204,56,213,96,160
"XPO5",226,230,183,110,94,196,275,356,388
"POLH",26,54,30,39,0,91,45,15,44
"GTPBP2",2787,2592,1577,3977,1054,1357,2178,6952,4169
"MAD2L1BP",244,175,194,109,142,93,188,230,347
"RSPH9",52,27,39,158,48,124,42,215,140
"MRPS18A",1704,1681,1346,1698,1426,1100,1576,2685,3161
"LOC106504420",192,53,41,26,54,29,137,170,98
"VEGFA",4967,2934,2538,2743,2681,977,4462,6106,3095
"TRNAV-AAC_8",16,0,4,0,0,0,12,0,5
"C7H6orf223",120,16,26,117,43,13,52,114,20
"MRPL14",1676,2195,1956,1204,1585,1460,1624,1990,2408
"TMEM63B",1370,1055,1120,1725,1212,453,1109,2837,2953
"CAPN11",0,7,14,0,0,11,0,0,0
"LOC110261530",0,0,0,0,0,9,1,0,0
"LOC110261531",0,0,0,0,0,0,0,0,0
"SLC29A1",123,171,120,121,132,150,162,108,273
"HSP90AB1",6015,4571,3852,2017,4511,4125,4624,4848,7525
"SLC35B2",238,211,263,161,249,185,224,404,675
"NFKBIE",1491,1349,1285,1914,1036,1188,1908,3518,3386
"TMEM151B",86,68,22,47,82,37,47,276,285
"TCTE1",0,0,0,0,0,17,0,0,0
"AARS2",150,84,199,97,34,93,144,204,265
"SPATS1",0,2,3,0,0,22,8,0,0
"CDC5L",803,791,546,535,550,439,763,1014,1029
"SUPT3H",276,170,231,70,65,264,132,257,289
"LOC110261682",0,0,0,0,0,0,0,0,0
"RUNX2",61,85,113,60,75,67,75,109,139
"CLIC5",4645,1975,3511,4716,1947,1381,2446,7175,4420
"LOC110261532",40,28,46,43,0,11,23,29,26
"LOC102161511",0,0,0,0,0,0,3,0,0
"ENPP4",475,329,297,441,234,378,313,211,407
"ENPP5",38,2,3,0,0,0,13,48,0
"RCAN2",103,229,212,180,108,270,123,100,364
"CYP39A1",105,183,167,173,95,253,136,181,403
"SLC25A27",362,393,288,423,54,134,155,387,319
"TDRD6",0,2,0,16,0,0,0,0,0
"PLA2G7",343,332,624,477,341,430,414,362,871
"LOC110261533",0,2,0,0,0,0,3,6,0
"ANKRD66",39,0,5,9,0,4,3,6,15
"MEP1A",0,6,2,0,0,0,1,3,0
"ADGRF5",37,50,28,13,50,92,50,55,101
"ADGRF1",19,10,28,19,15,14,45,51,40
"LOC110261707",0,5,8,0,0,4,5,10,10
"TNFRSF21",2019,2651,1903,2862,622,1195,1776,5700,5608
"LOC102163474",0,0,24,0,0,0,11,0,0
"CD2AP",4975,3958,5986,3622,4619,4547,8067,7269,10035
"ADGRF2",2,3,23,17,18,40,8,12,25
"ADGRF4",0,0,0,0,0,0,4,0,0
"OPN5",0,0,0,0,0,4,0,0,4
"PTCHD4",0,0,3,0,0,28,6,15,0
"LOC102165477",0,0,11,0,0,0,2,0,0
"MUT",2221,1606,1689,2432,1568,1887,2198,2576,3720
"CENPQ",209,242,258,234,192,185,256,338,327
"GLYATL3",0,6,0,0,0,9,5,0,26
"RHAG",0,0,7,28,0,8,7,0,19
"CRISP2",0,3,0,0,0,0,0,0,0
"CRISP3",0,0,28,43,0,0,13,3,88
"LOC102166347",31,6,3,0,0,23,2,0,6
"PGK2",0,0,0,0,0,0,0,0,0
"CRISP1",7,0,2,0,0,0,0,0,0
"DEFB133",0,0,0,0,0,0,0,0,0
"DEFB114",0,0,0,0,0,0,0,0,0
"DEFB113",0,0,0,0,0,0,0,0,0
"DEFB110",0,0,0,0,0,0,0,0,0
"DEFB112",0,0,0,0,0,0,0,0,0
"TFAP2D",0,0,2,0,0,0,0,0,0
"TFAP2B",15,0,11,1,0,31,5,3,0
"LOC100625957",0,0,0,0,0,0,0,0,0
"LOC110261709",0,0,0,0,0,0,0,0,0
"LOC110261537",0,0,0,0,0,0,0,0,0
"PKHD1",0,0,14,10,0,0,1,0,28
"LOC110261539",0,0,0,0,0,0,0,0,0
"MIR206",0,0,0,0,0,0,0,0,0
"MIR133B",0,0,0,0,0,0,0,0,0
"IL17A",0,2,0,0,33,0,2,0,7
"IL17F",0,0,0,0,102,0,15,3,64
"MCM3",176,242,331,125,274,222,231,312,421
"LOC106504432",10,0,4,0,0,4,0,0,0
"PAQR8",372,385,352,955,355,262,401,1048,1499
"EFHC1",68,3,50,91,133,47,18,35,61
"LOC110261743",0,0,0,0,0,0,0,0,0
"TRAM2",501,161,326,290,473,80,471,1094,549
"LOC110261540",1,4,11,0,36,29,0,0,9
"TMEM14A",1832,1125,1263,1931,1044,1669,1658,2617,4809
"GSTA1",1882,838,440,1512,767,1046,386,1640,2060
"LOC106504562",6999,4042,3296,6655,3574,8030,2651,8614,10413
"LOC100526118",4521,2740,2715,4925,1491,3526,1117,5195,6830
"LOC100510917",294,504,378,220,330,179,167,248,241
"GSTA4",83,136,76,82,52,108,59,145,147
"ICK",380,433,280,390,106,186,289,421,669
"LOC110261744",5,0,0,0,0,0,7,0,0
"FBXO9",518,496,779,653,394,487,464,399,837
"GCM1",0,0,0,0,0,0,0,12,0
"ELOVL5",621,789,1338,690,622,457,835,693,1100
"LOC106504565",9,10,7,0,0,18,2,0,0
"LOC106504564",0,0,0,0,0,0,1,0,0
"LOC110261710",0,0,0,0,0,0,0,0,0
"LOC110261711",0,0,0,16,0,41,0,0,0
"CHRNB4",1,0,6,0,0,0,4,0,9
"CHRNA3",21,16,23,79,29,66,36,23,57
"CHRNA5",3,0,0,0,0,9,0,7,8
"PSMA4",5741,5982,7052,6299,5818,7686,6278,6236,8654
"HYKK",789,641,572,803,573,662,546,1097,1022
"IREB2",255,248,203,163,127,96,189,324,494
"CRABP1",0,11,0,0,0,7,2,0,0
"WDR61",2070,2437,2308,1463,2309,1983,2095,2569,4248
"DNAJA4",7,6,5,9,0,27,6,11,10
"LOC110261541",0,9,16,0,0,49,0,33,0
"ACSBG1",7,30,110,0,21,0,9,7,129
"IDH3A",140,124,130,56,93,78,155,153,328
"CIB2",100,30,104,150,118,100,71,96,240
"SH2D7",225,236,82,124,115,77,220,256,368
"TBC1D2B",63,23,12,0,116,0,46,30,17
"ADAMTS7",91,21,107,68,37,62,31,146,75
"LOC110261542",0,8,0,0,0,6,2,10,0
